radius, frequency, amplitude, startcharge, endcharge, overtones
32.0, 500.0, 0.3465260538054591, 80, 90, 0
32.0, 500.0, 0.3465260538054591, 90, 100, 0
32.0, 500.0, 0.3465260538054591, 100, 110, 0
32.0, 500.0, 0.3465260538054591, 110, 120, 0
32.0, 500.0, 0.3465260538054591, 120, 130, 0
32.0, 500.0, 0.3465260538054591, 130, 140, 0
32.0, 500.0, 0.3465260538054591, 140, 150, 0
32.0, 500.0, 0.3465260538054591, 150, 160, 0
32.0, 500.0, 0.3465260538054591, 160, 170, 0
32.0, 500.0, 0.3465260538054591, 170, 180, 0
32.0, 500.0, 0.3465260538054591, 180, 190, 0
32.0, 500.0, 0.3465260538054591, 190, 200, 0
32.0, 500.0, 0.3465260538054591, 200, 210, 0
32.0, 500.0, 0.3465260538054591, 210, 220, 0
32.0, 500.0, 0.3465260538054591, 220, 230, 0
32.0, 500.0, 0.3465260538054591, 230, 240, 0
32.0, 500.0, 0.3465260538054591, 240, 250, 0
32.0, 500.0, 0.3465260538054591, 250, 260, 0
32.0, 500.0, 0.3465260538054591, 260, 270, 0
32.0, 500.0, 0.3465260538054591, 270, 280, 0
32.0, 500.0, 0.3465260538054591, 280, 290, 0
32.0, 500.0, 0.3465260538054591, 290, 300, 0
32.0, 500.0, 0.3465260538054591, 300, 310, 0
32.0, 500.0, 0.3465260538054591, 310, 320, 0
32.0, 500.0, 0.3465260538054591, 320, 330, 0
32.0, 500.0, 0.41384815222180704, 0, 10, 0
32.0, 500.0, 0.41384815222180704, 10, 20, 0
32.0, 500.0, 0.41384815222180704, 20, 30, 0
32.0, 500.0, 0.41384815222180704, 30, 40, 0
32.0, 500.0, 0.41384815222180704, 40, 50, 0
32.0, 500.0, 0.41384815222180704, 50, 60, 0
32.0, 500.0, 0.41384815222180704, 60, 70, 0
32.0, 500.0, 0.41384815222180704, 70, 80, 0
32.0, 500.0, 0.41384815222180704, 80, 90, 0
32.0, 500.0, 0.41384815222180704, 90, 100, 0
32.0, 500.0, 0.41384815222180704, 100, 110, 0
32.0, 500.0, 0.41384815222180704, 110, 120, 0
32.0, 500.0, 0.41384815222180704, 120, 130, 0
32.0, 500.0, 0.41384815222180704, 130, 140, 0
32.0, 500.0, 0.41384815222180704, 140, 150, 0
32.0, 500.0, 0.41384815222180704, 150, 160, 0
32.0, 500.0, 0.41384815222180704, 160, 170, 0
32.0, 500.0, 0.41384815222180704, 170, 180, 0
32.0, 500.0, 0.41384815222180704, 180, 190, 0
32.0, 500.0, 0.41384815222180704, 190, 200, 0
32.0, 500.0, 0.41384815222180704, 200, 210, 0
32.0, 500.0, 0.41384815222180704, 210, 220, 0
32.0, 500.0, 0.41384815222180704, 220, 230, 0
32.0, 500.0, 0.41384815222180704, 230, 240, 0
32.0, 500.0, 0.41384815222180704, 240, 250, 0
32.0, 500.0, 0.41384815222180704, 250, 260, 0
32.0, 500.0, 0.41384815222180704, 260, 270, 0
32.0, 500.0, 0.41384815222180704, 270, 280, 0
32.0, 500.0, 0.41384815222180704, 280, 290, 0
32.0, 500.0, 0.41384815222180704, 290, 300, 0
32.0, 500.0, 0.41384815222180704, 300, 310, 0
32.0, 500.0, 0.41384815222180704, 310, 320, 0
32.0, 500.0, 0.41384815222180704, 320, 330, 0
32.0, 500.0, 0.49424939688245123, 0, 10, 0
32.0, 500.0, 0.49424939688245123, 10, 20, 0
32.0, 500.0, 0.49424939688245123, 20, 30, 0
32.0, 500.0, 0.49424939688245123, 30, 40, 0
32.0, 500.0, 0.49424939688245123, 40, 50, 0
32.0, 500.0, 0.49424939688245123, 50, 60, 0
32.0, 500.0, 0.49424939688245123, 60, 70, 0
32.0, 500.0, 0.49424939688245123, 70, 80, 0
32.0, 500.0, 0.49424939688245123, 80, 90, 0
32.0, 500.0, 0.49424939688245123, 90, 100, 0
32.0, 500.0, 0.49424939688245123, 100, 110, 0
32.0, 500.0, 0.49424939688245123, 110, 120, 0
32.0, 500.0, 0.49424939688245123, 120, 130, 0
32.0, 500.0, 0.49424939688245123, 130, 140, 0
32.0, 500.0, 0.49424939688245123, 140, 150, 0
32.0, 500.0, 0.49424939688245123, 150, 160, 0
32.0, 500.0, 0.49424939688245123, 160, 170, 0
32.0, 500.0, 0.49424939688245123, 170, 180, 0
32.0, 500.0, 0.49424939688245123, 180, 190, 0
32.0, 500.0, 0.49424939688245123, 190, 200, 0
32.0, 500.0, 0.49424939688245123, 200, 210, 0
32.0, 500.0, 0.49424939688245123, 210, 220, 0
32.0, 500.0, 0.49424939688245123, 220, 230, 0
32.0, 500.0, 0.49424939688245123, 230, 240, 0
32.0, 500.0, 0.49424939688245123, 240, 250, 0
32.0, 500.0, 0.49424939688245123, 250, 260, 0
32.0, 500.0, 0.49424939688245123, 260, 270, 0
32.0, 500.0, 0.49424939688245123, 270, 280, 0
32.0, 500.0, 0.49424939688245123, 280, 290, 0
32.0, 500.0, 0.49424939688245123, 290, 300, 0
32.0, 500.0, 0.49424939688245123, 300, 310, 0
32.0, 500.0, 0.49424939688245123, 310, 320, 0
32.0, 500.0, 0.49424939688245123, 320, 330, 0
32.0, 500.0, 0.5902707672057951, 0, 10, 0
32.0, 500.0, 0.5902707672057951, 10, 20, 0
32.0, 500.0, 0.5902707672057951, 20, 30, 0
32.0, 500.0, 0.5902707672057951, 30, 40, 0
32.0, 500.0, 0.5902707672057951, 40, 50, 0
32.0, 500.0, 0.5902707672057951, 50, 60, 0
32.0, 500.0, 0.5902707672057951, 60, 70, 0
32.0, 500.0, 0.5902707672057951, 70, 80, 0
32.0, 500.0, 0.5902707672057951, 80, 90, 0
32.0, 500.0, 0.5902707672057951, 90, 100, 0
32.0, 500.0, 0.5902707672057951, 100, 110, 0
32.0, 500.0, 0.5902707672057951, 110, 120, 0
32.0, 500.0, 0.5902707672057951, 120, 130, 0
32.0, 500.0, 0.5902707672057951, 130, 140, 0
32.0, 500.0, 0.5902707672057951, 140, 150, 0
32.0, 500.0, 0.5902707672057951, 150, 160, 0
32.0, 500.0, 0.5902707672057951, 160, 170, 0
32.0, 500.0, 0.5902707672057951, 170, 180, 0
32.0, 500.0, 0.5902707672057951, 180, 190, 0
32.0, 500.0, 0.5902707672057951, 190, 200, 0
32.0, 500.0, 0.5902707672057951, 200, 210, 0
32.0, 500.0, 0.5902707672057951, 210, 220, 0
32.0, 500.0, 0.5902707672057951, 220, 230, 0
32.0, 500.0, 0.5902707672057951, 230, 240, 0
32.0, 500.0, 0.5902707672057951, 240, 250, 0
32.0, 500.0, 0.5902707672057951, 250, 260, 0
32.0, 500.0, 0.5902707672057951, 260, 270, 0
32.0, 500.0, 0.5902707672057951, 270, 280, 0
32.0, 500.0, 0.5902707672057951, 280, 290, 0
32.0, 500.0, 0.5902707672057951, 290, 300, 0
32.0, 500.0, 0.5902707672057951, 300, 310, 0
32.0, 500.0, 0.5902707672057951, 310, 320, 0
32.0, 500.0, 0.5902707672057951, 320, 330, 0
32.0, 500.0, 0.7049468968812594, 0, 10, 0
32.0, 500.0, 0.7049468968812594, 10, 20, 0
32.0, 500.0, 0.7049468968812594, 20, 30, 0
32.0, 500.0, 0.7049468968812594, 30, 40, 0
32.0, 500.0, 0.7049468968812594, 40, 50, 0
32.0, 500.0, 0.7049468968812594, 50, 60, 0
32.0, 500.0, 0.7049468968812594, 60, 70, 0
32.0, 500.0, 0.7049468968812594, 70, 80, 0
32.0, 500.0, 0.7049468968812594, 80, 90, 0
32.0, 500.0, 0.7049468968812594, 90, 100, 0
32.0, 500.0, 0.7049468968812594, 100, 110, 0
32.0, 500.0, 0.7049468968812594, 110, 120, 0
32.0, 500.0, 0.7049468968812594, 120, 130, 0
32.0, 500.0, 0.7049468968812594, 130, 140, 0
32.0, 500.0, 0.7049468968812594, 140, 150, 0
32.0, 500.0, 0.7049468968812594, 150, 160, 0
32.0, 500.0, 0.7049468968812594, 160, 170, 0
32.0, 500.0, 0.7049468968812594, 170, 180, 0
32.0, 500.0, 0.7049468968812594, 180, 190, 0
32.0, 500.0, 0.7049468968812594, 190, 200, 0
32.0, 500.0, 0.7049468968812594, 200, 210, 0
32.0, 500.0, 0.7049468968812594, 210, 220, 0
32.0, 500.0, 0.7049468968812594, 220, 230, 0
32.0, 500.0, 0.7049468968812594, 230, 240, 0
32.0, 500.0, 0.7049468968812594, 240, 250, 0
32.0, 500.0, 0.7049468968812594, 250, 260, 0
32.0, 500.0, 0.7049468968812594, 260, 270, 0
32.0, 500.0, 0.7049468968812594, 270, 280, 0
32.0, 500.0, 0.7049468968812594, 280, 290, 0
32.0, 500.0, 0.7049468968812594, 290, 300, 0
32.0, 500.0, 0.7049468968812594, 300, 310, 0
32.0, 500.0, 0.7049468968812594, 310, 320, 0
32.0, 500.0, 0.7049468968812594, 320, 330, 0
32.0, 500.0, 0.8419019796202405, 0, 10, 0
32.0, 500.0, 0.8419019796202405, 10, 20, 0
32.0, 500.0, 0.8419019796202405, 20, 30, 0
32.0, 500.0, 0.8419019796202405, 30, 40, 0
32.0, 500.0, 0.8419019796202405, 40, 50, 0
32.0, 500.0, 0.8419019796202405, 50, 60, 0
32.0, 500.0, 0.8419019796202405, 60, 70, 0
32.0, 500.0, 0.8419019796202405, 70, 80, 0
32.0, 500.0, 0.8419019796202405, 80, 90, 0
32.0, 500.0, 0.8419019796202405, 90, 100, 0
32.0, 500.0, 0.8419019796202405, 100, 110, 0
32.0, 500.0, 0.8419019796202405, 110, 120, 0
32.0, 500.0, 0.8419019796202405, 120, 130, 0
32.0, 500.0, 0.8419019796202405, 130, 140, 0
32.0, 500.0, 0.8419019796202405, 140, 150, 0
32.0, 500.0, 0.8419019796202405, 150, 160, 0
32.0, 500.0, 0.8419019796202405, 160, 170, 0
32.0, 500.0, 0.8419019796202405, 170, 180, 0
32.0, 500.0, 0.8419019796202405, 180, 190, 0
32.0, 500.0, 0.8419019796202405, 190, 200, 0
32.0, 500.0, 0.8419019796202405, 200, 210, 0
32.0, 500.0, 0.8419019796202405, 210, 220, 0
32.0, 500.0, 0.8419019796202405, 220, 230, 0
32.0, 500.0, 0.8419019796202405, 230, 240, 0
32.0, 500.0, 0.8419019796202405, 240, 250, 0
32.0, 500.0, 0.8419019796202405, 250, 260, 0
32.0, 500.0, 0.8419019796202405, 260, 270, 0
32.0, 500.0, 0.8419019796202405, 270, 280, 0
32.0, 500.0, 0.8419019796202405, 280, 290, 0
32.0, 500.0, 0.8419019796202405, 290, 300, 0
32.0, 500.0, 0.8419019796202405, 300, 310, 0
32.0, 500.0, 0.8419019796202405, 310, 320, 0
32.0, 500.0, 0.8419019796202405, 320, 330, 0
32.0, 500.0, 1.0054643072042193, 0, 10, 0
32.0, 500.0, 1.0054643072042193, 10, 20, 0
32.0, 500.0, 1.0054643072042193, 20, 30, 0
32.0, 500.0, 1.0054643072042193, 30, 40, 0
32.0, 500.0, 1.0054643072042193, 40, 50, 0
32.0, 500.0, 1.0054643072042193, 50, 60, 0
32.0, 500.0, 1.0054643072042193, 60, 70, 0
32.0, 500.0, 1.0054643072042193, 70, 80, 0
32.0, 500.0, 1.0054643072042193, 80, 90, 0
32.0, 500.0, 1.0054643072042193, 90, 100, 0
32.0, 500.0, 1.0054643072042193, 100, 110, 0
32.0, 500.0, 1.0054643072042193, 110, 120, 0
32.0, 500.0, 1.0054643072042193, 120, 130, 0
32.0, 500.0, 1.0054643072042193, 130, 140, 0
32.0, 500.0, 1.0054643072042193, 140, 150, 0
32.0, 500.0, 1.0054643072042193, 150, 160, 0
32.0, 500.0, 1.0054643072042193, 160, 170, 0
32.0, 500.0, 1.0054643072042193, 170, 180, 0
32.0, 500.0, 1.0054643072042193, 180, 190, 0
32.0, 500.0, 1.0054643072042193, 190, 200, 0
32.0, 500.0, 1.0054643072042193, 200, 210, 0
32.0, 500.0, 1.0054643072042193, 210, 220, 0
32.0, 500.0, 1.0054643072042193, 220, 230, 0
32.0, 500.0, 1.0054643072042193, 230, 240, 0
32.0, 500.0, 1.0054643072042193, 240, 250, 0
32.0, 500.0, 1.0054643072042193, 250, 260, 0
32.0, 500.0, 1.0054643072042193, 260, 270, 0
32.0, 500.0, 1.0054643072042193, 270, 280, 0
32.0, 500.0, 1.0054643072042193, 280, 290, 0
32.0, 500.0, 1.0054643072042193, 290, 300, 0
32.0, 500.0, 1.0054643072042193, 300, 310, 0
32.0, 500.0, 1.0054643072042193, 310, 320, 0
32.0, 500.0, 1.0054643072042193, 320, 330, 0
32.0, 500.0, 1.2008030596598394, 0, 10, 0
32.0, 500.0, 1.2008030596598394, 10, 20, 0
32.0, 500.0, 1.2008030596598394, 20, 30, 0
32.0, 500.0, 1.2008030596598394, 30, 40, 0
32.0, 500.0, 1.2008030596598394, 40, 50, 0
32.0, 500.0, 1.2008030596598394, 50, 60, 0
32.0, 500.0, 1.2008030596598394, 60, 70, 0
32.0, 500.0, 1.2008030596598394, 70, 80, 0
32.0, 500.0, 1.2008030596598394, 80, 90, 0
32.0, 500.0, 1.2008030596598394, 90, 100, 0
32.0, 500.0, 1.2008030596598394, 100, 110, 0
32.0, 500.0, 1.2008030596598394, 110, 120, 0
32.0, 500.0, 1.2008030596598394, 120, 130, 0
32.0, 500.0, 1.2008030596598394, 130, 140, 0
32.0, 500.0, 1.2008030596598394, 140, 150, 0
32.0, 500.0, 1.2008030596598394, 150, 160, 0
32.0, 500.0, 1.2008030596598394, 160, 170, 0
32.0, 500.0, 1.2008030596598394, 170, 180, 0
32.0, 500.0, 1.2008030596598394, 180, 190, 0
32.0, 500.0, 1.2008030596598394, 190, 200, 0
32.0, 500.0, 1.2008030596598394, 200, 210, 0
32.0, 500.0, 1.2008030596598394, 210, 220, 0
32.0, 500.0, 1.2008030596598394, 220, 230, 0
32.0, 500.0, 1.2008030596598394, 230, 240, 0
32.0, 500.0, 1.2008030596598394, 240, 250, 0
32.0, 500.0, 1.2008030596598394, 250, 260, 0
32.0, 500.0, 1.2008030596598394, 260, 270, 0
32.0, 500.0, 1.2008030596598394, 270, 280, 0
32.0, 500.0, 1.2008030596598394, 280, 290, 0
32.0, 500.0, 1.2008030596598394, 290, 300, 0
32.0, 500.0, 1.2008030596598394, 300, 310, 0
32.0, 500.0, 1.2008030596598394, 310, 320, 0
32.0, 500.0, 1.2008030596598394, 320, 330, 0
32.0, 500.0, 1.4340916706410374, 0, 10, 0
32.0, 500.0, 1.4340916706410374, 10, 20, 0
32.0, 500.0, 1.4340916706410374, 20, 30, 0
32.0, 500.0, 1.4340916706410374, 30, 40, 0
32.0, 500.0, 1.4340916706410374, 40, 50, 0
32.0, 500.0, 1.4340916706410374, 50, 60, 0
32.0, 500.0, 1.4340916706410374, 60, 70, 0
32.0, 500.0, 1.4340916706410374, 70, 80, 0
32.0, 500.0, 1.4340916706410374, 80, 90, 0
32.0, 500.0, 1.4340916706410374, 90, 100, 0
32.0, 500.0, 1.4340916706410374, 100, 110, 0
32.0, 500.0, 1.4340916706410374, 110, 120, 0
32.0, 500.0, 1.4340916706410374, 120, 130, 0
32.0, 500.0, 1.4340916706410374, 130, 140, 0
32.0, 500.0, 1.4340916706410374, 140, 150, 0
32.0, 500.0, 1.4340916706410374, 150, 160, 0
32.0, 500.0, 1.4340916706410374, 160, 170, 0
32.0, 500.0, 1.4340916706410374, 170, 180, 0
32.0, 500.0, 1.4340916706410374, 180, 190, 0
32.0, 500.0, 1.4340916706410374, 190, 200, 0
32.0, 500.0, 1.4340916706410374, 200, 210, 0
32.0, 500.0, 1.4340916706410374, 210, 220, 0
32.0, 500.0, 1.4340916706410374, 220, 230, 0
32.0, 500.0, 1.4340916706410374, 230, 240, 0
32.0, 500.0, 1.4340916706410374, 240, 250, 0
32.0, 500.0, 1.4340916706410374, 250, 260, 0
32.0, 500.0, 1.4340916706410374, 260, 270, 0
32.0, 500.0, 1.4340916706410374, 270, 280, 0
32.0, 500.0, 1.4340916706410374, 280, 290, 0
32.0, 500.0, 1.4340916706410374, 290, 300, 0
32.0, 500.0, 1.4340916706410374, 300, 310, 0
32.0, 500.0, 1.4340916706410374, 310, 320, 0
32.0, 500.0, 1.4340916706410374, 320, 330, 0
32.0, 500.0, 1.7127029309740398, 0, 10, 0
32.0, 500.0, 1.7127029309740398, 10, 20, 0
32.0, 500.0, 1.7127029309740398, 20, 30, 0
32.0, 500.0, 1.7127029309740398, 30, 40, 0
32.0, 500.0, 1.7127029309740398, 40, 50, 0
32.0, 500.0, 1.7127029309740398, 50, 60, 0
32.0, 500.0, 1.7127029309740398, 60, 70, 0
32.0, 500.0, 1.7127029309740398, 70, 80, 0
32.0, 500.0, 1.7127029309740398, 80, 90, 0
32.0, 500.0, 1.7127029309740398, 90, 100, 0
32.0, 500.0, 1.7127029309740398, 100, 110, 0
32.0, 500.0, 1.7127029309740398, 110, 120, 0
32.0, 500.0, 1.7127029309740398, 120, 130, 0
32.0, 500.0, 1.7127029309740398, 130, 140, 0
32.0, 500.0, 1.7127029309740398, 140, 150, 0
32.0, 500.0, 1.7127029309740398, 150, 160, 0
32.0, 500.0, 1.7127029309740398, 160, 170, 0
32.0, 500.0, 1.7127029309740398, 170, 180, 0
32.0, 500.0, 1.7127029309740398, 180, 190, 0
32.0, 500.0, 1.7127029309740398, 190, 200, 0
32.0, 500.0, 1.7127029309740398, 200, 210, 0
32.0, 500.0, 1.7127029309740398, 210, 220, 0
32.0, 500.0, 1.7127029309740398, 220, 230, 0
32.0, 500.0, 1.7127029309740398, 230, 240, 0
32.0, 500.0, 1.7127029309740398, 240, 250, 0
32.0, 500.0, 1.7127029309740398, 250, 260, 0
32.0, 500.0, 1.7127029309740398, 260, 270, 0
32.0, 500.0, 1.7127029309740398, 270, 280, 0
32.0, 500.0, 1.7127029309740398, 280, 290, 0
32.0, 500.0, 1.7127029309740398, 290, 300, 0
32.0, 500.0, 1.7127029309740398, 300, 310, 0
32.0, 500.0, 1.7127029309740398, 310, 320, 0
32.0, 500.0, 1.7127029309740398, 320, 330, 0
32.0, 500.0, 2.04544199636545, 0, 10, 0
32.0, 500.0, 2.04544199636545, 10, 20, 0
32.0, 500.0, 2.04544199636545, 20, 30, 0
32.0, 500.0, 2.04544199636545, 30, 40, 0
32.0, 500.0, 2.04544199636545, 40, 50, 0
32.0, 500.0, 2.04544199636545, 50, 60, 0
32.0, 500.0, 2.04544199636545, 60, 70, 0
32.0, 500.0, 2.04544199636545, 70, 80, 0
32.0, 500.0, 2.04544199636545, 80, 90, 0
32.0, 500.0, 2.04544199636545, 90, 100, 0
32.0, 500.0, 2.04544199636545, 100, 110, 0
32.0, 500.0, 2.04544199636545, 110, 120, 0
32.0, 500.0, 2.04544199636545, 120, 130, 0
32.0, 500.0, 2.04544199636545, 130, 140, 0
32.0, 500.0, 2.04544199636545, 140, 150, 0
32.0, 500.0, 2.04544199636545, 150, 160, 0
32.0, 500.0, 2.04544199636545, 160, 170, 0
32.0, 500.0, 2.04544199636545, 170, 180, 0
32.0, 500.0, 2.04544199636545, 180, 190, 0
32.0, 500.0, 2.04544199636545, 190, 200, 0
32.0, 500.0, 2.04544199636545, 200, 210, 0
32.0, 500.0, 2.04544199636545, 210, 220, 0
32.0, 500.0, 2.04544199636545, 220, 230, 0
32.0, 500.0, 2.04544199636545, 230, 240, 0
32.0, 500.0, 2.04544199636545, 240, 250, 0
32.0, 500.0, 2.04544199636545, 250, 260, 0
32.0, 500.0, 2.04544199636545, 260, 270, 0
32.0, 500.0, 2.04544199636545, 270, 280, 0
32.0, 500.0, 2.04544199636545, 280, 290, 0
32.0, 500.0, 2.04544199636545, 290, 300, 0
32.0, 500.0, 2.04544199636545, 300, 310, 0
32.0, 500.0, 2.04544199636545, 310, 320, 0
32.0, 500.0, 2.04544199636545, 320, 330, 0
32.0, 500.0, 2.4428246631866677, 0, 10, 0
32.0, 500.0, 2.4428246631866677, 10, 20, 0
32.0, 500.0, 2.4428246631866677, 20, 30, 0
32.0, 500.0, 2.4428246631866677, 30, 40, 0
32.0, 500.0, 2.4428246631866677, 40, 50, 0
32.0, 500.0, 2.4428246631866677, 50, 60, 0
32.0, 500.0, 2.4428246631866677, 60, 70, 0
32.0, 500.0, 2.4428246631866677, 70, 80, 0
32.0, 500.0, 2.4428246631866677, 80, 90, 0
32.0, 500.0, 2.4428246631866677, 90, 100, 0
32.0, 500.0, 2.4428246631866677, 100, 110, 0
32.0, 500.0, 2.4428246631866677, 110, 120, 0
32.0, 500.0, 2.4428246631866677, 120, 130, 0
32.0, 500.0, 2.4428246631866677, 130, 140, 0
32.0, 500.0, 2.4428246631866677, 140, 150, 0
32.0, 500.0, 2.4428246631866677, 150, 160, 0
32.0, 500.0, 2.4428246631866677, 160, 170, 0
32.0, 500.0, 2.4428246631866677, 170, 180, 0
32.0, 500.0, 2.4428246631866677, 180, 190, 0
32.0, 500.0, 2.4428246631866677, 190, 200, 0
32.0, 500.0, 2.4428246631866677, 200, 210, 0
32.0, 500.0, 2.4428246631866677, 210, 220, 0
32.0, 500.0, 2.4428246631866677, 220, 230, 0
32.0, 500.0, 2.4428246631866677, 230, 240, 0
32.0, 500.0, 2.4428246631866677, 240, 250, 0
32.0, 500.0, 2.4428246631866677, 250, 260, 0
32.0, 500.0, 2.4428246631866677, 260, 270, 0
32.0, 500.0, 2.4428246631866677, 270, 280, 0
32.0, 500.0, 2.4428246631866677, 280, 290, 0
32.0, 500.0, 2.4428246631866677, 290, 300, 0
32.0, 500.0, 2.4428246631866677, 300, 310, 0
32.0, 500.0, 2.4428246631866677, 310, 320, 0
32.0, 500.0, 2.4428246631866677, 320, 330, 0
32.0, 500.0, 2.917409706888059, 0, 10, 0
32.0, 500.0, 2.917409706888059, 10, 20, 0
32.0, 500.0, 2.917409706888059, 20, 30, 0
32.0, 500.0, 2.917409706888059, 30, 40, 0
32.0, 500.0, 2.917409706888059, 40, 50, 0
32.0, 500.0, 2.917409706888059, 50, 60, 0
32.0, 500.0, 2.917409706888059, 60, 70, 0
32.0, 500.0, 2.917409706888059, 70, 80, 0
32.0, 500.0, 2.917409706888059, 80, 90, 0
32.0, 500.0, 2.917409706888059, 90, 100, 0
32.0, 500.0, 2.917409706888059, 100, 110, 0
32.0, 500.0, 2.917409706888059, 110, 120, 0
32.0, 500.0, 2.917409706888059, 120, 130, 0
32.0, 500.0, 2.917409706888059, 130, 140, 0
32.0, 500.0, 2.917409706888059, 140, 150, 0
32.0, 500.0, 2.917409706888059, 150, 160, 0
32.0, 500.0, 2.917409706888059, 160, 170, 0
32.0, 500.0, 2.917409706888059, 170, 180, 0
32.0, 500.0, 2.917409706888059, 180, 190, 0
32.0, 500.0, 2.917409706888059, 190, 200, 0
32.0, 500.0, 2.917409706888059, 200, 210, 0
32.0, 500.0, 2.917409706888059, 210, 220, 0
32.0, 500.0, 2.917409706888059, 220, 230, 0
32.0, 500.0, 2.917409706888059, 230, 240, 0
32.0, 500.0, 2.917409706888059, 240, 250, 0
32.0, 500.0, 2.917409706888059, 250, 260, 0
32.0, 500.0, 2.917409706888059, 260, 270, 0
32.0, 500.0, 2.917409706888059, 270, 280, 0
32.0, 500.0, 2.917409706888059, 280, 290, 0
32.0, 500.0, 2.917409706888059, 290, 300, 0
32.0, 500.0, 2.917409706888059, 300, 310, 0
32.0, 500.0, 2.917409706888059, 310, 320, 0
32.0, 500.0, 2.917409706888059, 320, 330, 0
32.0, 500.0, 3.484195786177179, 0, 10, 0
32.0, 500.0, 3.484195786177179, 10, 20, 0
32.0, 500.0, 3.484195786177179, 20, 30, 0
32.0, 500.0, 3.484195786177179, 30, 40, 0
32.0, 500.0, 3.484195786177179, 40, 50, 0
32.0, 500.0, 3.484195786177179, 50, 60, 0
32.0, 500.0, 3.484195786177179, 60, 70, 0
32.0, 500.0, 3.484195786177179, 70, 80, 0
32.0, 500.0, 3.484195786177179, 80, 90, 0
32.0, 500.0, 3.484195786177179, 90, 100, 0
32.0, 500.0, 3.484195786177179, 100, 110, 0
32.0, 500.0, 3.484195786177179, 110, 120, 0
32.0, 500.0, 3.484195786177179, 120, 130, 0
32.0, 500.0, 3.484195786177179, 130, 140, 0
32.0, 500.0, 3.484195786177179, 140, 150, 0
32.0, 500.0, 3.484195786177179, 150, 160, 0
32.0, 500.0, 3.484195786177179, 160, 170, 0
32.0, 500.0, 3.484195786177179, 170, 180, 0
32.0, 500.0, 3.484195786177179, 180, 190, 0
32.0, 500.0, 3.484195786177179, 190, 200, 0
32.0, 500.0, 3.484195786177179, 200, 210, 0
32.0, 500.0, 3.484195786177179, 210, 220, 0
32.0, 500.0, 3.484195786177179, 220, 230, 0
32.0, 500.0, 3.484195786177179, 230, 240, 0
32.0, 500.0, 3.484195786177179, 240, 250, 0
32.0, 500.0, 3.484195786177179, 250, 260, 0
32.0, 500.0, 3.484195786177179, 260, 270, 0
32.0, 500.0, 3.484195786177179, 270, 280, 0
32.0, 500.0, 3.484195786177179, 280, 290, 0
32.0, 500.0, 3.484195786177179, 290, 300, 0
32.0, 500.0, 3.484195786177179, 300, 310, 0
32.0, 500.0, 3.484195786177179, 310, 320, 0
32.0, 500.0, 3.484195786177179, 320, 330, 0
32.0, 500.0, 4.161095456614455, 0, 10, 0
32.0, 500.0, 4.161095456614455, 10, 20, 0
32.0, 500.0, 4.161095456614455, 20, 30, 0
32.0, 500.0, 4.161095456614455, 30, 40, 0
32.0, 500.0, 4.161095456614455, 40, 50, 0
32.0, 500.0, 4.161095456614455, 50, 60, 0
32.0, 500.0, 4.161095456614455, 60, 70, 0
32.0, 500.0, 4.161095456614455, 70, 80, 0
32.0, 500.0, 4.161095456614455, 80, 90, 0
32.0, 500.0, 4.161095456614455, 90, 100, 0
32.0, 500.0, 4.161095456614455, 100, 110, 0
32.0, 500.0, 4.161095456614455, 110, 120, 0
32.0, 500.0, 4.161095456614455, 120, 130, 0
32.0, 500.0, 4.161095456614455, 130, 140, 0
32.0, 500.0, 4.161095456614455, 140, 150, 0
32.0, 500.0, 4.161095456614455, 150, 160, 0
32.0, 500.0, 4.161095456614455, 160, 170, 0
32.0, 500.0, 4.161095456614455, 170, 180, 0
32.0, 500.0, 4.161095456614455, 180, 190, 0
32.0, 500.0, 4.161095456614455, 190, 200, 0
32.0, 500.0, 4.161095456614455, 200, 210, 0
32.0, 500.0, 4.161095456614455, 210, 220, 0
32.0, 500.0, 4.161095456614455, 220, 230, 0
32.0, 500.0, 4.161095456614455, 230, 240, 0
32.0, 500.0, 4.161095456614455, 240, 250, 0
32.0, 500.0, 4.161095456614455, 250, 260, 0
32.0, 500.0, 4.161095456614455, 260, 270, 0
32.0, 500.0, 4.161095456614455, 270, 280, 0
32.0, 500.0, 4.161095456614455, 280, 290, 0
32.0, 500.0, 4.161095456614455, 290, 300, 0
32.0, 500.0, 4.161095456614455, 300, 310, 0
32.0, 500.0, 4.161095456614455, 310, 320, 0
32.0, 500.0, 4.161095456614455, 320, 330, 0
32.0, 500.0, 4.96950127422517, 0, 10, 0
32.0, 500.0, 4.96950127422517, 10, 20, 0
32.0, 500.0, 4.96950127422517, 20, 30, 0
32.0, 500.0, 4.96950127422517, 30, 40, 0
32.0, 500.0, 4.96950127422517, 40, 50, 0
32.0, 500.0, 4.96950127422517, 50, 60, 0
32.0, 500.0, 4.96950127422517, 60, 70, 0
32.0, 500.0, 4.96950127422517, 70, 80, 0
32.0, 500.0, 4.96950127422517, 80, 90, 0
32.0, 500.0, 4.96950127422517, 90, 100, 0
32.0, 500.0, 4.96950127422517, 100, 110, 0
32.0, 500.0, 4.96950127422517, 110, 120, 0
32.0, 500.0, 4.96950127422517, 120, 130, 0
32.0, 500.0, 4.96950127422517, 130, 140, 0
32.0, 500.0, 4.96950127422517, 140, 150, 0
32.0, 500.0, 4.96950127422517, 150, 160, 0
32.0, 500.0, 4.96950127422517, 160, 170, 0
