8,64,1000,100,50
8,64,1000,100,100
8,64,1000,1000,50
8,64,1000,1000,100
9,32,500,10,50
9,32,500,10,100
9,32,500,100,50
9,32,500,100,100
9,32,500,1000,50
9,32,500,1000,100
9,32,1000,10,50
9,32,1000,10,100
9,32,1000,100,50
9,32,1000,100,100
9,32,1000,1000,50
9,32,1000,1000,100
9,64,500,10,50
9,64,500,10,100
9,64,500,100,50
9,64,500,100,100
9,64,500,1000,50
9,64,500,1000,100
9,64,1000,10,50
9,64,1000,10,100
9,64,1000,100,50
9,64,1000,100,100
9,64,1000,1000,50
9,64,1000,1000,100
10,32,500,10,50
10,32,500,10,100
10,32,500,100,50
10,32,500,100,100
10,32,500,1000,50
10,32,500,1000,100
10,32,1000,10,50
10,32,1000,10,100
10,32,1000,100,50
10,32,1000,100,100
10,32,1000,1000,50
10,32,1000,1000,100
10,64,500,10,50
10,64,500,10,100
10,64,500,100,50
10,64,500,100,100
10,64,500,1000,50
10,64,500,1000,100
10,64,1000,10,50
10,64,1000,10,100
10,64,1000,100,50
10,64,1000,100,100
10,64,1000,1000,50
10,64,1000,1000,100
11,32,500,10,50
11,32,500,10,100
11,32,500,100,50
11,32,500,100,100
11,32,500,1000,50
11,32,500,1000,100
11,32,1000,10,50
11,32,1000,10,100
11,32,1000,100,50
11,32,1000,100,100
11,32,1000,1000,50
11,32,1000,1000,100
11,64,500,10,50
11,64,500,10,100
11,64,500,100,50
11,64,500,100,100
11,64,500,1000,50
11,64,500,1000,100
11,64,1000,10,50
11,64,1000,10,100
11,64,1000,100,50
11,64,1000,100,100
11,64,1000,1000,50
11,64,1000,1000,100
12,32,500,10,50
12,32,500,10,100
12,32,500,100,50
12,32,500,100,100
12,32,500,1000,50
12,32,500,1000,100
12,32,1000,10,50
12,32,1000,10,100
12,32,1000,100,50
12,32,1000,100,100
12,32,1000,1000,50
12,32,1000,1000,100
12,64,500,10,50
12,64,500,10,100
12,64,500,100,50
12,64,500,100,100
12,64,500,1000,50
12,64,500,1000,100
12,64,1000,10,50
12,64,1000,10,100
12,64,1000,100,50
12,64,1000,100,100
12,64,1000,1000,50
12,64,1000,1000,100
13,32,500,10,50
13,32,500,10,100
13,32,500,100,50
13,32,500,100,100
13,32,500,1000,50
13,32,500,1000,100
13,32,1000,10,50
13,32,1000,10,100
13,32,1000,100,50
13,32,1000,100,100
13,32,1000,1000,50
13,32,1000,1000,100
13,64,500,10,50
13,64,500,10,100
13,64,500,100,50
13,64,500,100,100
13,64,500,1000,50
13,64,500,1000,100
13,64,1000,10,50
13,64,1000,10,100
13,64,1000,100,50
13,64,1000,100,100
13,64,1000,1000,50
13,64,1000,1000,100
14,32,500,10,50
14,32,500,10,100
14,32,500,100,50
14,32,500,100,100
14,32,500,1000,50
14,32,500,1000,100
14,32,1000,10,50
14,32,1000,10,100
14,32,1000,100,50
14,32,1000,100,100
14,32,1000,1000,50
14,32,1000,1000,100
14,64,500,10,50
14,64,500,10,100
14,64,500,100,50
14,64,500,100,100
14,64,500,1000,50
14,64,500,1000,100
14,64,1000,10,50
14,64,1000,10,100
14,64,1000,100,50
14,64,1000,100,100
14,64,1000,1000,50
14,64,1000,1000,100
15,32,500,10,50
15,32,500,10,100
15,32,500,100,50
15,32,500,100,100
15,32,500,1000,50
15,32,500,1000,100
15,32,1000,10,50
15,32,1000,10,100
15,32,1000,100,50
15,32,1000,100,100
15,32,1000,1000,50
15,32,1000,1000,100
15,64,500,10,50
15,64,500,10,100
15,64,500,100,50
15,64,500,100,100
15,64,500,1000,50
15,64,500,1000,100
15,64,1000,10,50
15,64,1000,10,100
15,64,1000,100,50
15,64,1000,100,100
15,64,1000,1000,50
15,64,1000,1000,100
16,32,500,10,50
16,32,500,10,100
16,32,500,100,50
16,32,500,100,100
16,32,500,1000,50
16,32,500,1000,100
16,32,1000,10,50
16,32,1000,10,100
16,32,1000,100,50
16,32,1000,100,100
16,32,1000,1000,50
16,32,1000,1000,100
16,64,500,10,50
16,64,500,10,100
16,64,500,100,50
16,64,500,100,100
16,64,500,1000,50
16,64,500,1000,100
16,64,1000,10,50
16,64,1000,10,100
16,64,1000,100,50
16,64,1000,100,100
16,64,1000,1000,50
16,64,1000,1000,100
17,32,500,10,50
17,32,500,10,100
17,32,500,100,50
17,32,500,100,100
17,32,500,1000,50
17,32,500,1000,100
17,32,1000,10,50
17,32,1000,10,100
17,32,1000,100,50
17,32,1000,100,100
17,32,1000,1000,50
17,32,1000,1000,100
17,64,500,10,50
17,64,500,10,100
17,64,500,100,50
17,64,500,100,100
17,64,500,1000,50
17,64,500,1000,100
17,64,1000,10,50
17,64,1000,10,100
17,64,1000,100,50
17,64,1000,100,100
17,64,1000,1000,50
17,64,1000,1000,100
18,32,500,10,50
18,32,500,10,100
18,32,500,100,50
18,32,500,100,100
18,32,500,1000,50
18,32,500,1000,100
18,32,1000,10,50
18,32,1000,10,100
18,32,1000,100,50
18,32,1000,100,100
18,32,1000,1000,50
18,32,1000,1000,100
18,64,500,10,50
18,64,500,10,100
18,64,500,100,50
18,64,500,100,100
18,64,500,1000,50
18,64,500,1000,100
18,64,1000,10,50
18,64,1000,10,100
18,64,1000,100,50
18,64,1000,100,100
18,64,1000,1000,50
18,64,1000,1000,100
19,32,500,10,50
19,32,500,10,100
19,32,500,100,50
19,32,500,100,100
19,32,500,1000,50
19,32,500,1000,100
19,32,1000,10,50
19,32,1000,10,100
19,32,1000,100,50
19,32,1000,100,100
19,32,1000,1000,50
19,32,1000,1000,100
19,64,500,10,50
19,64,500,10,100
19,64,500,100,50
19,64,500,100,100
19,64,500,1000,50
19,64,500,1000,100
19,64,1000,10,50
19,64,1000,10,100
19,64,1000,100,50
19,64,1000,100,100
19,64,1000,1000,50
19,64,1000,1000,100
20,32,500,10,50
20,32,500,10,100
20,32,500,100,50
20,32,500,100,100
20,32,500,1000,50
20,32,500,1000,100
20,32,1000,10,50
20,32,1000,10,100
20,32,1000,100,50
20,32,1000,100,100
20,32,1000,1000,50
20,32,1000,1000,100
20,64,500,10,50
20,64,500,10,100
20,64,500,100,50
20,64,500,100,100
20,64,500,1000,50
20,64,500,1000,100
20,64,1000,10,50
20,64,1000,10,100
20,64,1000,100,50
20,64,1000,100,100
20,64,1000,1000,50
20,64,1000,1000,100
21,32,500,10,50
21,32,500,10,100
21,32,500,100,50
21,32,500,100,100
21,32,500,1000,50
21,32,500,1000,100
21,32,1000,10,50
21,32,1000,10,100
21,32,1000,100,50
21,32,1000,100,100
21,32,1000,1000,50
21,32,1000,1000,100
21,64,500,10,50
21,64,500,10,100
21,64,500,100,50
21,64,500,100,100
21,64,500,1000,50
21,64,500,1000,100
21,64,1000,10,50
21,64,1000,10,100
21,64,1000,100,50
21,64,1000,100,100
21,64,1000,1000,50
21,64,1000,1000,100
22,32,500,10,50
22,32,500,10,100
22,32,500,100,50
22,32,500,100,100
22,32,500,1000,50
22,32,500,1000,100
22,32,1000,10,50
22,32,1000,10,100
22,32,1000,100,50
22,32,1000,100,100
22,32,1000,1000,50
22,32,1000,1000,100
22,64,500,10,50
22,64,500,10,100
22,64,500,100,50
22,64,500,100,100
22,64,500,1000,50
22,64,500,1000,100
22,64,1000,10,50
22,64,1000,10,100
22,64,1000,100,50
22,64,1000,100,100
22,64,1000,1000,50
22,64,1000,1000,100
23,32,500,10,50
23,32,500,10,100
23,32,500,100,50
23,32,500,100,100
23,32,500,1000,50
23,32,500,1000,100
23,32,1000,10,50
23,32,1000,10,100
23,32,1000,100,50
23,32,1000,100,100
23,32,1000,1000,50
23,32,1000,1000,100
23,64,500,10,50
23,64,500,10,100
23,64,500,100,50
23,64,500,100,100
23,64,500,1000,50
23,64,500,1000,100
23,64,1000,10,50
23,64,1000,10,100
23,64,1000,100,50
23,64,1000,100,100
23,64,1000,1000,50
23,64,1000,1000,100
24,32,500,10,50
24,32,500,10,100
24,32,500,100,50
24,32,500,100,100
24,32,500,1000,50
24,32,500,1000,100
24,32,1000,10,50
24,32,1000,10,100
24,32,1000,100,50
24,32,1000,100,100
24,32,1000,1000,50
24,32,1000,1000,100
24,64,500,10,50
24,64,500,10,100
24,64,500,100,50
24,64,500,100,100
24,64,500,1000,50
24,64,500,1000,100
24,64,1000,10,50
24,64,1000,10,100
24,64,1000,100,50
24,64,1000,100,100
24,64,1000,1000,50
24,64,1000,1000,100
25,32,500,10,50
25,32,500,10,100
25,32,500,100,50
25,32,500,100,100
25,32,500,1000,50
25,32,500,1000,100
25,32,1000,10,50
25,32,1000,10,100
25,32,1000,100,50
25,32,1000,100,100
25,32,1000,1000,50
25,32,1000,1000,100
25,64,500,10,50
25,64,500,10,100
25,64,500,100,50
25,64,500,100,100
25,64,500,1000,50
25,64,500,1000,100
25,64,1000,10,50
25,64,1000,10,100
25,64,1000,100,50
25,64,1000,100,100
25,64,1000,1000,50
25,64,1000,1000,100
